"HHID","WillingShareData_HCP2","Age","Education","CENSREG","RUC2003","Weight","WillingShareData_HCP2_numeric"
"72110770","Question answered in error (Commission Error)",84,"Less than 8 years","Northeast","County in metro area of 250,000 to 1 million population",147,NA
"72110775","Inapplicable, coded 2 in WearableDevTrackHealth2",52,"College graduate","Northeast","County in metro area of 250,000 to 1 million population",280,NA
"72110776","Yes",75,"Postgraduate","South","County in metro area with 1 million population or more",182,1
"72110786","Inapplicable, coded 2 in WearableDevTrackHealth2",81,"Post high school training other than college (vocational or technical)","West","County in metro area of 250,000 to 1 million population",130,NA
"72110788","Inapplicable, coded 2 in WearableDevTrackHealth2",25,"Some college","South","County in metro area of 250,000 to 1 million population",192,NA
"72110791","Inapplicable, coded 2 in WearableDevTrackHealth2",98,"Some college","South","County in metro area with 1 million population or more",145,NA
"72110793","Inapplicable, coded 2 in WearableDevTrackHealth2",32,"8 through 11 years","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",268,NA
"72110798","Yes",69,"Some college","Midwest","County in metro area with 1 million population or more",190,1
"72110807","Inapplicable, coded 2 in WearableDevTrackHealth2",68,"Postgraduate","South","Nonmetro county completely rural or less than 2,500 urban population, adjacent t",284,NA
"72110808","Question answered in error (Commission Error)",74,"Some college","South","County in metro area with 1 million population or more",140,NA
"72110810","Inapplicable, coded 2 in WearableDevTrackHealth2",44,"Some college","South","Nonmetro county completely rural or less than 2,500 urban population, adjacent t",210,NA
"72110812","Yes",75,"Some college","South","County in metro area with 1 million population or more",169,1
"72110815","Inapplicable, coded 2 in WearableDevTrackHealth2",60,"College graduate","West","County in metro area of 250,000 to 1 million population",150,NA
"72110817","Missing data (Filter Missing)",38,"College graduate","Northeast","County in metro area of 250,000 to 1 million population",155,NA
"72110821","Inapplicable, coded 2 in WearableDevTrackHealth2",73,"Some college","West","County in metro area with 1 million population or more",180,NA
"72110827","Inapplicable, coded 2 in WearableDevTrackHealth2",51,"12 years or completed high school","South","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",356,NA
"72110829","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","South","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",-7,NA
"72110835","Inapplicable, coded 2 in WearableDevTrackHealth2",51,"Postgraduate","South","County in metro area with 1 million population or more",196,NA
"72110842","Inapplicable, coded 2 in WearableDevTrackHealth2",62,"8 through 11 years","South","County in metro area with 1 million population or more",165,NA
"72110843","Inapplicable, coded 2 in WearableDevTrackHealth2",94,"12 years or completed high school","Midwest","County in metro area with 1 million population or more",143,NA
"72110846","Inapplicable, coded 2 in WearableDevTrackHealth2",33,"12 years or completed high school","Northeast","County in metro area with 1 million population or more",123,NA
"72110848","No",18,"Post high school training other than college (vocational or technical)","Midwest","County in metro area with 1 million population or more",240,0
"72110849","Yes",67,"Some college","South","County in metro area with 1 million population or more",162,1
"72110855","Inapplicable, coded 2 in WearableDevTrackHealth2",52,"Some college","West","County in metro area with 1 million population or more",187,NA
"72110856","Yes",54,"8 through 11 years","Northeast","County in metro area of 250,000 to 1 million population",180,1
"72110857","Inapplicable, coded 2 in WearableDevTrackHealth2",55,"12 years or completed high school","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",165,NA
"72110863","Inapplicable, coded 2 in WearableDevTrackHealth2",34,"Postgraduate","South","County in metro area with 1 million population or more",180,NA
"72110864","Yes",64,"College graduate","South","County in metro area with 1 million population or more",202,1
"72110866","Question answered in error (Commission Error)",60,"Post high school training other than college (vocational or technical)","South","County in metro area of 250,000 to 1 million population",133,NA
"72110874","Inapplicable, coded 2 in WearableDevTrackHealth2",81,"12 years or completed high school","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",145,NA
"72110876","Question answered in error (Commission Error)",63,"Post high school training other than college (vocational or technical)","South","County in metro area of 250,000 to 1 million population",195,NA
"72110881","Inapplicable, coded 2 in WearableDevTrackHealth2",86,"Some college","South","County in metro area with 1 million population or more",113,NA
"72110890","Inapplicable, coded 2 in WearableDevTrackHealth2",64,"Post high school training other than college (vocational or technical)","West","County in metro area with 1 million population or more",-9,NA
"72110891","Inapplicable, coded 2 in WearableDevTrackHealth2",66,"Postgraduate","South","County in metro area with 1 million population or more",142,NA
"72110892","Inapplicable, coded 2 in WearableDevTrackHealth2",59,"Some college","South","County in metro area with 1 million population or more",160,NA
"72110894","Inapplicable, coded 2 in WearableDevTrackHealth2",79,"Some college","South","County in metro area with 1 million population or more",190,NA
"72110897","Inapplicable, coded 2 in WearableDevTrackHealth2",62,"Post high school training other than college (vocational or technical)","South","County in metro area of 250,000 to 1 million population",185,NA
"72110899","Inapplicable, coded 2 in WearableDevTrackHealth2",29,"College graduate","West","County in metro area of 250,000 to 1 million population",120,NA
"72110905","Yes",27,"College graduate","South","County in metro area of 250,000 to 1 million population",130,1
"72110908","Yes",46,"College graduate","West","County in metro area with 1 million population or more",168,1
"72110909","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","West","County in metro area of 250,000 to 1 million population",-7,NA
"72110918","Inapplicable, coded 2 in WearableDevTrackHealth2",69,"Post high school training other than college (vocational or technical)","Northeast","County in metro area with 1 million population or more",210,NA
"72110919","Inapplicable, coded 2 in WearableDevTrackHealth2",38,"8 through 11 years","Midwest","County in metro area of 250,000 to 1 million population",89,NA
"72110921","Yes",26,"Some college","South","County in metro area with 1 million population or more",180,1
"72110933","No",59,"College graduate","Northeast","County in metro area with 1 million population or more",205,0
"72110937","No",60,"College graduate","South","County in metro area of 250,000 to 1 million population",126,0
"72110941","Question answered in error (Commission Error)",26,"12 years or completed high school","Northeast","County in metro area with 1 million population or more",190,NA
"72110944","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","South","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",145,NA
"72110946","Inapplicable, coded 2 in WearableDevTrackHealth2",61,"College graduate","South","County in metro area with 1 million population or more",160,NA
"72110953","No",62,"Postgraduate","South","County in metro area with 1 million population or more",240,0
"72110976","Inapplicable, coded 2 in WearableDevTrackHealth2",85,"College graduate","West","County in metro area of fewer than 250,000 population",175,NA
"72110981","Yes",62,"12 years or completed high school","Northeast","County in metro area with 1 million population or more",175,1
"72110987","Inapplicable, coded 2 in WearableDevTrackHealth2",40,"College graduate","West","County in metro area with 1 million population or more",198,NA
"72110988","Inapplicable, coded 2 in WearableDevTrackHealth2",61,"Post high school training other than college (vocational or technical)","South","County in metro area of fewer than 250,000 population",400,NA
"72110993","No",78,"Post high school training other than college (vocational or technical)","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",175,0
"72110996","Question answered in error (Commission Error)",-9,"College graduate","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",-9,NA
"72110997","Inapplicable, coded 2 in WearableDevTrackHealth2",25,"12 years or completed high school","South","County in metro area with 1 million population or more",210,NA
